LAST NAME,FIRST NAME,DOB,POB,SSN,SEX,STREET NUMBER,STREET NAME,VOTER REG DATE,PARTY 
BLAZON,KAITLYN,02/24/1926,Alderwood,456-62-7525,FEMALE,2562,FIFTEENTH,01/20/1948,REPUBLICAN
LETTAU,HAROLD,01/25/1929,MEXICO,022-87-7151,MALE,263,RAGDOLL,01/21/1948,REPUBLICAN
PFEIFER,HAILEY,07/11/1927,ARIZONA,118-31-9053,FEMALE,163,ASTER,01/22/1948,INDEPENDENT
THURMAN,EDWARD,01/27/1929,Alderwood,213-20-2735,MALE,861,EIGHTEENTH,01/23/1948,DEMOCRAT
LIND,KATHERINE,02/07/1911,ARIZONA,984-50-6175,FEMALE,239,QUAIL,01/24/1948,DEMOCRAT
MORRIS,HENRY,11/25/1928,Alderwood,505-07-1032,MALE,2317,TIFFANY,01/25/1948,DEMOCRAT
MAHY,NICOLE,01/30/1930,ARIZONA,045-16-5105,FEMALE,367,SIXTH,01/26/1948,DEMOCRAT
BAKER,WALTER,03/03/1926,Alderwood,761-48-3253,MALE,589,FOXGLOVE,01/27/1948,DEMOCRAT
BUXTON,ALEXANDRA,07/17/1927,Utah,387-90-1985,FEMALE,6,CORGI,01/28/1948,REPUBLICAN
WIBORG,BERNIE,03/05/1926,VERMONT,669-43-7706,MALE,515,ESKIMO,01/29/1948,REPUBLICAN
VARLEY,SAVANNAH,03/06/1926,Alderwood,505-64-4693,FEMALE,1379,STRAWBERRY,01/30/1948,REPUBLICAN
HARTWELL,CHRISTIAN,12/01/1928,Washington,667-46-0305,MALE,916,GINGER,01/31/1948,REPUBLICAN
BUSCHBACH,MACKENZIE,02/05/1930,Alderwood,818-36-7576,FEMALE,2835,CHERRY,02/01/1948,REPUBLICAN
GLUKHOVA,CARTER,07/22/1927,MEXICO,950-70-0233,MALE,36,BLACKBERRY,02/02/1948,REPUBLICAN
CAMPBELL,ALLISON,12/04/1928,Alderwood,893-03-4690,FEMALE,1666,ABYSSINIAN,02/03/1948,REPUBLICAN
NANNI,CASPER,07/24/1927,Alderwood,758-12-4143,MALE,1988,NINETEENTH ,02/04/1948,INDEPENDENT
GARRETT,JENNA,02/09/1929,Washington,292-32-8182,FEMALE,116,TIFFANY,02/05/1948,DEMOCRAT
BONDARCHUK,JEFF,07/26/1927,Alderwood,605-44-4577,MALE,823,LAVENDER,02/06/1948,DEMOCRAT
KIMMEL,FAITH,03/14/1926,Alderwood,285-27-8873,FEMALE,174,BOXER,02/07/1948,DEMOCRAT
IRWIN,KELVIN,07/28/1927,Montana,724-84-8292,MALE,128,FOURTH,02/08/1948,DEMOCRAT
BLAKE,PAIGE,12/10/1928,Alderwood,073-12-1607,FEMALE,2842,LILY,02/09/1948,DEMOCRAT
CLARK,ROD,12/11/1928,Alderwood,319-18-1024,MALE,407,BLUEBERRY,02/10/1948,REPUBLICAN
COVERT,MAKAYLA,02/15/1929,NORTH DAKOTA,517-59-8845,FEMALE,303,EIGHTEENTH,02/11/1948,REPUBLICAN
MAXWELL,PATRICK,08/01/1927,Alderwood,592-14-3038,MALE,1309,LAUREL,02/12/1948,REPUBLICAN
DAGLE,BONNIE,11/05/1924,Utah,584-17-1069,FEMALE,65,CHOLLA,02/13/1948,REPUBLICAN
GUSSENHOVEN,DONOVAN,11/06/1924,NORTH CAROLINA,633-73-5953,MALE,62,KINNIKINICK,02/14/1948,REPUBLICAN
LANE,wanda,11/07/1924,Alderwood,328-49-4354,FEMALE,67,DALMATIAN,02/15/1948,REPUBLICAN
RAMELOT,Alex,08/05/1927,Alderwood,050-37-8458,MALE,1012,PRICKLYPEAR,02/16/1948,REPUBLICAN
SHVARTSBURG,Bonnie,03/24/1926,Utah,755-31-6265,FEMALE,16,BASSET,02/17/1948,INDEPENDENT
SEIM,Charley,10/20/1909,Oregon,605-83-0674,MALE,439,SAFFLOWER,02/18/1948,DEMOCRAT
ANDERSON,Danielle,11/11/1924,Alderwood,424-62-7376,FEMALE,866,CORALBERRY,02/19/1948,DEMOCRAT
POLLACK,Earl,10/22/1909,California,645-57-4316,MALE,69,OLIVE,02/20/1948,DEMOCRAT
CHAMBERS,Frances,03/28/1926,ARIZONA,921-73-5608,MALE,571,LAVENDER,02/21/1948,DEMOCRAT
HENDERSON,Gaston,02/26/1930,Alderwood,924-55-8297,MALE,2317,MALAMUTE,02/22/1948,DEMOCRAT
KENNEDY,Hermine,02/27/1929,Oregon,356-14-3638,FEMALE,2839,TWENTIETH,02/23/1948,REPUBLICAN
WIND,Ivan,03/31/1926,MEXICO,484-31-6466,MALE,335,SELKIRK,02/24/1948,REPUBLICAN
GRITSENKO,Jeanne,12/26/1928,Oregon,141-09-6870,FEMALE,2581,SPRUCE,02/25/1948,REPUBLICAN
LIVESAY,Karl,03/02/1929,Alderwood,591-34-0103,MALE,1604,LILAC,02/26/1948,REPUBLICAN
KNIGHT,Lisa,08/16/1927,Alderwood,499-14-3452,FEMALE,2597,DALMATIAN,02/27/1948,REPUBLICAN
WEINBENDER,Matthew,10/30/1909,Alderwood,831-54-8403,MALE,233,KINNIKINICK,02/28/1948,REPUBLICAN
FUNNELL,Nicole,03/05/1930,Alderwood,405-09-0250,FEMALE,1026,SCOTTISH,02/29/1948,REPUBLICAN
WHELAN,Otto,08/19/1927,Alderwood,170-88-2862,MALE,1750,SALMON,03/01/1948,INDEPENDENT
SMYSER,Paula,04/07/1926,Utah,949-45-6869,FEMALE,880,EIGHTEENTH,03/02/1948,DEMOCRAT
SERKOWSKI,Richard,01/02/1929,Alderwood,343-73-5677,MALE,1299,ALDER,03/03/1948,DEMOCRAT
LAMAR,Shary,04/09/1926,Washington,888-98-2475,FEMALE,229,KINNIKINICK,03/04/1948,DEMOCRAT
PERKINS,Tomas,04/10/1926,Alderwood,164-50-1055,MALE,203,NINTH,03/05/1948,DEMOCRAT
MCGARRY,VirginiA,01/05/1929,Alderwood,501-12-4576,FEMALE,1547,BRITTANY,03/06/1948,DEMOCRAT
RANDKLEV,Walter,04/12/1926,Alderwood,989-50-0891,MALE,1673,SAVANNAH,03/07/1948,REPUBLICAN
KHALEEL,Arlene,07/18/1923,Alderwood,062-54-7926,FEMALE,621,THIRTEENTH,03/08/1948,REPUBLICAN
COLLINS,Bret,11/30/1924,ARIZONA,957-48-1396,MALE,281,SIBERIAN,03/09/1948,REPUBLICAN
BUXTON,Cindy,04/15/1926,ARIZONA,677-10-7621,FEMALE,107,LABRADOR,03/10/1948,REPUBLICAN
CARTERET,Dennis,04/16/1926,Alderwood,653-81-9725,MALE,2128,PINE,03/11/1948,REPUBLICAN
SCOTT,Emily,01/11/1929,Utah,603-15-3824,FEMALE,365,MALAMUTE,03/12/1948,REPUBLICAN
SEAVER,Franklin,04/18/1926,Alderwood,843-76-3282,MALE,897,ASIAN,03/13/1948,REPUBLICAN
MCFARLANE,Gert,11/14/1909,Utah,766-40-9498,FEMALE,85,MAPLE,03/14/1948,INDEPENDENT
CARROTHERS,Harvey,09/02/1927,ARIZONA,698-36-2954,MALE,90,BROOM,03/15/1948,DEMOCRAT
ZAVERI,Irene,01/15/1929,Alderwood,608-56-6013,FEMALE,567,RAGDOLL,03/16/1948,DEMOCRAT
KEEFE,Jose,09/04/1927,Alderwood,435-71-8766,MALE,339,CRANBERRY,03/17/1948,DEMOCRAT
GEFFEN,Katrina,01/17/1929,Alderwood,492-95-3980,FEMALE,1342,SAGE,03/18/1948,DEMOCRAT
MOSTALA,Lee,09/06/1927,Montana,483-56-9843,MALE,144,SALMON,03/19/1948,DEMOCRAT
DOWNARD,Maria,04/04/1911,Alderwood,302-84-6348,FEMALE,1252,BOXWOOD,03/20/1948,REPUBLICAN
SMET,Nate,04/26/1926,Alderwood,202-80-5033,MALE,1481,QUAIL,03/21/1948,REPUBLICAN
DEITCHLER,Ophelia,04/27/1926,ARIZONA,846-51-0764,FEMALE,255,BOXER,03/22/1948,REPUBLICAN
PAYNE,Philippe,04/07/1911,ARIZONA,869-72-2662,MALE,190,CHARTREUX,03/23/1948,REPUBLICAN
FORT,Rita,01/23/1929,Alderwood,047-66-9380,FEMALE,1288,TERRIER,03/24/1948,REPUBLICAN
MAHONEY,Stan,09/12/1927,DELAWARE,694-74-3458,MALE,223,THIRTEENTH,03/25/1948,REPUBLICAN
BAMBERGER,Tammy,05/01/1926,Alderwood,726-04-1564,FEMALE,475,PERSIAN,03/26/1948,REPUBLICAN
PERRINE,Vince,09/14/1927,Alderwood,304-31-3322,MALE,1547,OLIVE,03/27/1948,INDEPENDENT
MEYER,Wilma,12/19/1924,Alderwood,937-75-1666,FEMALE,3346,MAIN,03/28/1948,DEMOCRAT
HOLTER,Alberto,05/04/1926,ARIZONA,374-84-1235,MALE,5,ASTER,03/29/1948,DEMOCRAT
ARP,Beryl,01/29/1929,Alderwood,645-28-2388,FEMALE,1183,TENTH,03/30/1948,DEMOCRAT
BURNETT,Chris,04/05/1930,Montana,522-42-1051,MALE,48,BLUEBERRY,03/31/1948,DEMOCRAT
KUCHAR,Debby,05/07/1926,California,053-66-4305,FEMALE,60,DAFFODIL,04/01/1948,DEMOCRAT
WHITING,Ernesto,05/08/1926,Alderwood,489-80-4751,MALE,394,NINTH,04/02/1948,REPUBLICAN
SCHULZE,Florence,05/09/1926,Alderwood,361-96-9651,FEMALE,413,BORZOI,04/03/1948,REPUBLICAN
GLASFORD,Gordon,05/10/1926,Alderwood,608-40-3512,MALE,1495,LUPIN,04/04/1948,REPUBLICAN
COOK,Helene,05/11/1926,LOUISIANNA,736-54-0744,FEMALE,98,BALINESE,04/05/1948,REPUBLICAN
MEDVICK,Isaac,09/24/1927,MEXICO,925-28-5716,MALE,302,SAGE,04/06/1948,REPUBLICAN
BYRUM,Joyce,12/29/1924,Alderwood,267-60-4288,FEMALE,1873,TENTH,04/07/1948,REPUBLICAN
LAMBERSON,Kirk,05/14/1926,ALABAMA,091-32-0723,MALE,396,BASENJI,04/08/1948,REPUBLICAN
HUSTON,Leslie,09/27/1927,NEW YORK,454-39-6289,FEMALE,283,PERSIAN,04/09/1948,INDEPENDENT
REITZ,Michael,02/09/1929,Alderwood,923-84-1484,MALE,1186,NINTH,04/10/1948,DEMOCRAT
KANYID,Nadine,02/10/1929,Alderwood,269-28-6473,FEMALE,637,THIRTEENTH,04/11/1948,DEMOCRAT
JORGENSEN,Oscar,04/27/1911,ARIZONA,678-69-1207,MALE,387,SUNSET,04/12/1948,DEMOCRAT
MERRIMAN,Patty,11/26/1920,Alderwood,993-38-6143,FEMALE,1106,SOMALI,04/13/1948,DEMOCRAT
GORANSON,Rafael,01/05/1925,Utah,683-50-6670,MALE,920,CORNISH,04/14/1948,DEMOCRAT
CLEMETSON,Sandy,04/20/1929,Alderwood,106-37-0141,FEMALE,1801,PANSY,04/15/1948,REPUBLICAN
GEORGE,Tony,10/04/1927,Utah,427-09-5310,MALE,1180,ANGORA,04/16/1948,REPUBLICAN
MILLSAP,Valerie,02/16/1929,Alderwood,514-08-9774,FEMALE,3276,HAWTHORN,04/17/1948,REPUBLICAN
SNYDER,William,02/17/1929,Oregon,587-98-0819,MALE,207,LUPIN,04/18/1948,REPUBLICAN
LIBBY,Andrea,02/18/1929,Mexico,425-27-8212,FEMALE,40,ANGORA,04/19/1948,REPUBLICAN
ROBINSON,Barry,04/25/1929,OKLAHOMA,536-57-1139,MALE,27,SECOND,04/20/1948,REPUBLICAN
KRAFT,Chantal,05/27/1926,MARYLAND,452-20-2794,FEMALE,210,CORNFLOWER,04/21/1948,REPUBLICAN
ORTEGA,Dean,05/07/1911,HAWAII,200-56-4978,MALE,521,BLACKBERRY,04/22/1948,INDEPENDENT
KENNEDY,Erin,05/29/1926,Alderwood,914-53-1281,FEMALE,1326,SAFFLOWER,04/23/1948,DEMOCRAT
MCADIE,Felix,05/30/1926,Utah,870-66-8330,MALE,290,BURMESE,04/24/1948,DEMOCRAT
FISHER,Gabrielle,02/24/1929,NORTH DAKOTA,020-94-2523,FEMALE,159,MAIN,04/25/1948,DEMOCRAT
NIESEN,Humberto,02/25/1929,Alderwood,507-09-6843,MALE,2156,SCOTTISH,04/26/1948,DEMOCRAT
RITT,Ingrid,01/18/1925,Alderwood,185-45-0259,FEMALE,1451,BOBTAIL,04/27/1948,DEMOCRAT
HAHN,Jerry,05/03/1930,KANSAS,230-79-4085,MALE,186,EIGHTEENTH,04/28/1948,REPUBLICAN
REICHMUTH,Karen,06/04/1926,MEXICO,515-31-1241,FEMALE,132,DOGWOOD,04/29/1948,REPUBLICAN
ROSS,Lorenzo,05/05/1929,Alderwood,698-17-5683,MALE,973,FIRST ,04/30/1948,REPUBLICAN
STOECKLEIN,Melissa,10/19/1927,Washington,909-65-4725,FEMALE,165,SPRUCE,05/01/1948,REPUBLICAN
RAGAN,Noel,05/07/1929,Alderwood,745-45-2361,FEMALE,2870,SAGUARO,05/02/1948,REPUBLICAN
LUKSO,Olga,05/18/1911,Alderwood,576-34-4689,FEMALE,1050,MALTESE,05/03/1948,REPUBLICAN
GRABNER,Pablo,03/05/1929,MEXICO,656-78-9655,MALE,554,PHEASANT,05/04/1948,REPUBLICAN
SMYSER,Rebekah,05/10/1930,NORTH CAROLINA,005-33-0381,FEMALE,195,TENTH,05/05/1948,INDEPENDENT
BARNABY,Sebastien,06/11/1926,Alderwood,666-88-2106,MALE,1567,AIREDALE,05/06/1948,DEMOCRAT
DAHL,Tanya,10/25/1927,Alderwood,473-77-5031,FEMALE,700,BOBTAIL,05/07/1948,DEMOCRAT
DOCKENDORFF,Van,06/13/1926,Utah,153-86-9184,MALE,1155,PIXIE,05/08/1948,DEMOCRAT
GRASHER,Wendy,06/14/1926,Montana,271-02-7226,FEMALE,5,AKITA,05/09/1948,DEMOCRAT
CREER,Arthur,03/11/1929,Idaho,093-18-2691,MALE,11,SIXTH,05/10/1948,DEMOCRAT
JENKINS,Bertha,05/16/1930,Alderwood,952-17-2737,FEMALE,70,LOCUST,05/11/1948,REPUBLICAN
MERTENS,Cristobal,10/30/1927,ARIZONA,759-23-9206,MALE,294,PAPILION,05/12/1948,REPUBLICAN
GINTNER,Dolly,03/14/1929,Alderwood,589-22-6909,FEMALE,2079,TURKISH,05/13/1948,REPUBLICAN
DERRYBERRY,Edouard,11/01/1927,Oregon,576-32-1911,MALE,1288,CORNISH,05/14/1948,REPUBLICAN
STILES,Fay,05/20/1929,MEXICO,134-95-3781,FEMALE,385,BLACKBERRY,05/15/1948,REPUBLICAN
TANDE,Gustav,11/03/1927,Utah,821-14-2926,MALE,360,SNOWBERRY,05/16/1948,REPUBLICAN
ELLEDGE,Hanna,06/22/1926,Alderwood,218-92-1283,FEMALE,2156,PHEASANT,05/17/1948,REPUBLICAN
FISHER,Ike,11/05/1927,Idaho,956-28-8012,MALE,94,AKITA,05/18/1948,INDEPENDENT
FREELAND,Josephine,03/20/1929,Washington,169-52-0447,FEMALE,1894,SUNFLOWER,05/19/1948,DEMOCRAT
SARGENT,Kyle,03/21/1929,Utah,597-30-2335,MALE,590,TWELVTH,05/20/1948,DEMOCRAT
JONES,Laura,05/26/1929,Alderwood,641-39-2415,FEMALE,102,CORNFLOWER,05/21/1948,DEMOCRAT
MUNDT,Marco,11/09/1927,Utah,932-03-1263,MALE,760,JUNIPER,05/22/1948,DEMOCRAT
TAYLOR,Nana,02/13/1925,Alderwood,535-47-4539,FEMALE,1674,MALTESE,05/23/1948,DEMOCRAT
NELSEN,Omar,02/14/1925,KANSAS,175-93-8398,MALE,180,FIRST ,05/24/1948,REPUBLICAN
WRIGHT,Paloma,02/15/1925,Alderwood,305-58-3503,FEMALE,430,KEESHOND,05/25/1948,REPUBLICAN
RUEHLE,Rene,11/13/1927,Alderwood,296-13-2005,MALE,1450,WASHINGTON,05/26/1948,REPUBLICAN
CHAMPION,Sally,07/02/1926,Alderwood,373-70-0030,FEMALE,679,FOURTEENTH,05/27/1948,REPUBLICAN
DAHL,Teddy,01/28/1910,Alderwood,650-02-1644,FEMALE,1190,PAWPAW,05/28/1948,REPUBLICAN
STOETZEL,Vicky,02/19/1925,MEXICO,650-39-6698,FEMALE,704,BLACKBERRY,05/29/1948,REPUBLICAN
PEDERSEN,Wilfred,01/30/1910,Montana,585-08-1780,MALE,6,JAVANESE,05/30/1948,REPUBLICAN
SCHNEIRLA,Ana,07/06/1926,ARIZONA,537-39-1208,FEMALE,12,SINGAPURA,05/31/1948,INDEPENDENT
SAPP,Bill,06/06/1930,Oregon,122-56-8849,MALE,1135,LOCUST,06/01/1948,DEMOCRAT
MCATEE,Claudette,06/07/1929,Montana,584-88-1254,FEMALE,55,ESKIMO,06/02/1948,DEMOCRAT
CARRENO,Danny,07/09/1926,Montana,024-51-5222,MALE,60,SOMALI,06/03/1948,DEMOCRAT
CUNNINGHAM,Erika,04/05/1929,Alderwood,633-23-2052,FEMALE,434,LOCUST,06/04/1948,DEMOCRAT
HERMAN,Fred,06/10/1929,Oregon,111-30-8575,MALE,435,ELDERBERRY,06/05/1948,DEMOCRAT
LARSON,Grace,11/24/1927,Alderwood,363-14-8995,FEMALE,1197,SINGAPURA,06/06/1948,REPUBLICAN
KOONTZ,Henri,02/07/1910,Alderwood,973-41-3345,MALE,532,TWELVTH,06/07/1948,REPUBLICAN
SEE,Ida,06/13/1930,ARIZONA,065-59-0411,FEMALE,490,MASTIFF,06/08/1948,REPUBLICAN
WILLIAMS,Joaquin,11/27/1927,Alderwood,230-95-1959,FEMALE,637,SASKATOON,06/09/1948,REPUBLICAN
EKSTROM,Kate,07/16/1926,Washington,604-59-8323,FEMALE,421,MUNCHKIN,06/10/1948,REPUBLICAN
SCHWARTZ,Larry,04/12/1929,ARIZONA,821-44-1438,MALE,1400,THIRD,06/11/1948,REPUBLICAN
STEPHENSON,Mindy,07/18/1926,Utah,766-56-7520,FEMALE,870,BARREL,06/12/1948,REPUBLICAN
GRAY,Nicholas,07/19/1926,Alderwood,170-95-0948,MALE,109,SINGAPURA,06/13/1948,INDEPENDENT
RENNE,Odette,04/15/1929,Utah,612-12-9020,FEMALE,173,ROSEMARY,06/14/1948,DEMOCRAT
WISSE,Peter,07/21/1926,ARIZONA,757-63-3088,MALE,188,PAWPAW,06/15/1948,DEMOCRAT
DILLON,Rose,10/26/1923,Oregon,303-54-8846,FEMALE,166,KINNIKINICK,06/16/1948,DEMOCRAT
BARRACLOUGH,Sam,03/10/1925,Montana,630-88-1243,MALE,213,OLIVE,06/17/1948,DEMOCRAT
BREIER,Teresa,07/24/1926,MARYLAND,666-63-2157,FEMALE,232,AIREDALE,06/18/1948,DEMOCRAT
MILLIMAN,Victor,07/25/1926,Alderwood,401-50-8991,MALE,1526,MAIN,06/19/1948,REPUBLICAN
POPE,Wanda,04/21/1929,ARIZONA,694-29-2976,FEMALE,487,TIFFANY,06/20/1948,REPUBLICAN
DILL,THOMAS,07/27/1926,MEXICO,848-51-1789,MALE,680,BIRCH,06/21/1948,REPUBLICAN
GARZA,MARY,02/22/1910,Alderwood,637-79-8389,FEMALE,2709,SCHNAUZER,06/22/1948,REPUBLICAN
HAYDEN,JAMES,12/11/1927,Alderwood,170-25-3124,MALE,539,AKITA,06/23/1948,REPUBLICAN
MYERS,PATRICIA,04/25/1929,Alderwood,847-61-9462,FEMALE,2639,ARROWOOD,06/24/1948,REPUBLICAN
SKOGLEY,JOHN,12/13/1927,Alderwood,588-87-2986,MALE,129,SIAMESE,06/25/1948,REPUBLICAN
WEBB,LINDA,04/27/1929,Alderwood,203-42-3059,FEMALE,862,MUM,06/26/1948,INDEPENDENT
ZINN,ROBERT,12/15/1927,ARIZONA,086-46-8355,MALE,411,SIXTEENTH,06/27/1948,DEMOCRAT
TUCKER,BARBARA,07/13/1911,ARIZONA,236-06-4100,FEMALE,170,ROSEMARY,06/28/1948,DEMOCRAT
SUAREZ,MICHAEL,08/04/1926,Wyoming,601-60-6475,MALE,805,SIAMESE,06/29/1948,DEMOCRAT
MAUTH,ELIZABETH,08/05/1926,Alderwood,920-87-9434,FEMALE,1967,SNOWBERRY,06/30/1948,DEMOCRAT
ROMANO,WILLIAM,07/16/1911,Alderwood,172-87-4967,MALE,3332,BIRCH,07/01/1948,DEMOCRAT
COLEY,JENNIFER,05/03/1929,KENTUCKY,247-55-1783,FEMALE,621,SIBERIAN,07/02/1948,REPUBLICAN
NUTTER,DAVID,12/21/1927,ALASKA,426-91-1581,MALE,55,BASSET,07/03/1948,REPUBLICAN
WARD,MARIA,08/09/1926,Oregon,986-65-3812,FEMALE,3520,SCHNAUZER,07/04/1948,REPUBLICAN
THOMAS,RICHARD,12/23/1927,Alderwood,078-95-8752,MALE,3073,BOXER,07/05/1948,REPUBLICAN
HAARSTAD,SUSAN,03/29/1925,Alderwood,993-72-3712,FEMALE,1383,TWELVTH,07/06/1948,REPUBLICAN
NIEWOLNY,CHARLES,08/12/1926,ARIZONA,171-63-4286,MALE,71,BITTERSWEET,07/07/1948,REPUBLICAN
DEUTH,MARGARET,05/09/1929,GEORGIA,444-57-1103,FEMALE,1071,ALDER,07/08/1948,REPUBLICAN
BARBO,JOSEPH,07/14/1930,Alderwood,754-36-3944,MALE,729,BOBTAIL,07/09/1948,INDEPENDENT
PECORE,DOROTHY,08/15/1926,Alderwood,591-54-0932,FEMALE,2177,TENTH,07/10/1948,DEMOCRAT
BALL,JOSEPH,08/16/1926,Alderwood,441-28-9897,MALE,826,BURMESE,07/11/1948,DEMOCRAT
CRECELIUS,BETH,08/17/1926,Alderwood,162-33-0531,FEMALE,1086,AFGHAN,07/12/1948,DEMOCRAT
NIMMO,BRAD,08/18/1926,NORTH DAKOTA,267-92-3988,MALE,45,AFGHAN,07/13/1948,DEMOCRAT
SOUTHARD,CARRIE,08/19/1926,TENNESEE,844-79-5321,FEMALE,34,TWELVTH,07/14/1948,DEMOCRAT
RIECHERS,DONALD,01/02/1928,Alderwood,270-46-6816,MALE,343,BENGAL,07/15/1948,REPUBLICAN
CADORET,CAROLINE,04/08/1925,Oregon,701-83-5918,FEMALE,3883,OAK,07/16/1948,REPUBLICAN
LEWALLEN,DENNIS,08/22/1926,Montana,221-82-5040,MALE,63,PERSIMMON,07/17/1948,REPUBLICAN
BAUMAN,KATY,01/05/1928,Alderwood,080-02-9072,FEMALE,1813,LILAC,07/18/1948,REPUBLICAN
SCHULZ,WAYNE,05/20/1929,Alderwood,313-14-8584,MALE,1496,SERENGETI,07/19/1948,REPUBLICAN
PAWLOWSKI,CYNTHIA,05/21/1929,Alderwood,876-78-2972,FEMALE,561,HONEYSUCKLE,07/20/1948,REPUBLICAN
SCHWARZ,NEAL,08/05/1911,Alderwood,859-19-6791,MALE,2758,BASENJI,07/21/1948,REPUBLICAN
HYATT,NATALIE,03/06/1921,Alderwood,150-85-2322,FEMALE,2870,TWENTIETH,07/22/1948,INDEPENDENT
BALL,MIKE,04/15/1925,Oregon,071-19-3093,MALE,3811,PAWPAW,07/23/1948,DEMOCRAT
MCKINNON,KIMBERLY,07/29/1929,California,015-91-5122,FEMALE,132,BORZOI,07/24/1948,DEMOCRAT
GILL,SCOTT,01/12/1928,Oregon,038-39-2016,MALE,2455,BASSET,07/25/1948,DEMOCRAT
KEMPKA,BECKY,05/27/1929,ARIZONA,666-37-7731,FEMALE,770,BALINESE,07/26/1948,DEMOCRAT
PARDINI,THOMAS,05/28/1929,Alderwood,613-29-6470,MALE,988,LOCUST,07/27/1948,DEMOCRAT
BRADDY,REBECAH,05/29/1929,OKLAHOMA,816-50-9227,FEMALE,533,WOLFHOUND,07/28/1948,REPUBLICAN
ESLINGER,STEVEN,08/03/1929,Utah,674-07-3500,MALE,225,BITTEROOT,07/29/1948,REPUBLICAN
THOMPSON,KELLY,09/04/1926,Alderwood,188-59-1667,FEMALE,1697,BRITTANY,07/30/1948,REPUBLICAN
HAMMERS,RICHARD,08/15/1911,Alderwood,682-37-5501,MALE,403,SASKATOON,07/31/1948,REPUBLICAN
DICKMAN,ANGELA,09/06/1926,ARIZONA,197-18-3057,FEMALE,17,BITTERSWEET,08/01/1948,REPUBLICAN
HAYS,WILLIAM,09/07/1926,Alderwood,641-95-7953,MALE,1666,ROSEMARY,08/02/1948,REPUBLICAN
SEREDNITSKAIA,MICHELLE,06/04/1929,RHODE ISLAND,693-30-2035,FEMALE,315,CRANBERRY,08/03/1948,REPUBLICAN
ROBERTS,ROBERT,06/05/1929,Alderwood,542-12-7815,MALE,2996,BEARBERRY,08/04/1948,INDEPENDENT
NELSON,AMY,04/28/1925,MEXICO,159-37-8277,FEMALE,40,FOXGLOVE,08/05/1948,DEMOCRAT
SCHUBERT,KENNETH,08/11/1930,Alderwood,533-03-3668,MALE,2485,HIMALAYA,08/06/1948,DEMOCRAT
NELSON,MELISSA,09/12/1926,ARIZONA,795-23-6577,FEMALE,412,HONEYSUCKLE,08/07/1948,DEMOCRAT
LONG,JEFFERY,08/13/1929,Alderwood,385-61-2722,MALE,271,FIFTEENTH,08/08/1948,DEMOCRAT
KROPF,HEATHER,01/27/1928,MEXICO,367-85-2035,FEMALE,470,LILAC,08/09/1948,DEMOCRAT
CHARTRAND,CHRISTOPHER,08/15/1929,Alderwood,766-92-6125,MALE,1953,BASENJI,08/10/1948,REPUBLICAN
BARTHULY,STEPHANIE,08/26/1911,Utah,060-96-5866,FEMALE,215,JAVANESE,08/11/1948,REPUBLICAN
WOGMAN,JOHN,06/13/1929,MEXICO,107-49-6333,MALE,362,HIMALAYA,08/12/1948,REPUBLICAN
MALOOF,LAUREN,08/18/1930,ARIZONA,687-38-6956,MALE,140,PINSCHER,08/13/1948,REPUBLICAN
DEMITER,BRIAN,09/19/1926,MEXICO,020-39-0755,MALE,145,ROSEHIP,08/14/1948,REPUBLICAN
GODINEZ,NICOLE,02/02/1928,Alderwood,747-97-0798,FEMALE,684,POODLE,08/15/1948,REPUBLICAN
MAPLE,JASON,09/21/1926,Oregon,908-82-0761,MALE,3646,FIFTEENTH,08/16/1948,REPUBLICAN
QUINN,AMANDA,09/22/1926,Alderwood,219-09-3630,FEMALE,611,SASKATOON,08/17/1948,INDEPENDENT
JENSEN,SCOTT,06/19/1929,Alderwood,545-74-6182,MALE,1032,PIXIE,08/18/1948,DEMOCRAT
ARESTIE,BRITTANY,08/24/1930,Alderwood,032-52-1368,FEMALE,1097,CORALBERRY,08/19/1948,DEMOCRAT
BECKVOLD,MATTHEW,02/07/1928,Oregon,250-66-5827,MALE,3049,BROOM,08/20/1948,DEMOCRAT
BHAMOO,RACHEL,06/22/1929,Alderwood,405-81-6987,FEMALE,852,ELDERBERRY,08/21/1948,DEMOCRAT
BROTHERTON,DANIEL,02/09/1928,Montana,488-45-8910,MALE,58,SPHYNX,08/22/1948,DEMOCRAT
BROUNS,MEGAN,08/28/1929,Oregon,400-50-7548,FEMALE,820,BENGAL,08/23/1948,REPUBLICAN
EDGERTON,JOSHUA,02/11/1928,Alderwood,436-04-3306,MALE,770,PAPILION,08/24/1948,REPUBLICAN
FLETCHER,EMILY,09/30/1926,Alderwood,091-34-2953,FEMALE,1225,SCHNAUZER,08/25/1948,REPUBLICAN
HALVERSON,JUSTIN,02/13/1928,Alderwood,401-54-8283,MALE,1715,HAWTHORN,08/26/1948,REPUBLICAN
MCCABE,SARAH,06/28/1929,Alderwood,784-90-1571,FEMALE,182,CLOUDBERRY,08/27/1948,REPUBLICAN
PENN,NEWTON,06/29/1929,Washington,220-23-8318,MALE,538,BARBERRY,08/28/1948,REPUBLICAN
RANEY,TAYLOR,09/03/1929,Alderwood,180-45-9102,MALE,542,MALAMUTE,08/29/1948,REPUBLICAN
SEGURA,RYAN,02/17/1928,California,739-68-2877,MALE,216,SAGUARO,08/30/1948,INDEPENDENT
STEVENSON,JESSICA,05/24/1925,Alderwood,169-67-0284,FEMALE,623,BARBERRY,08/31/1948,DEMOCRAT
